day,date,gpp_avg,nee,hetero_resp,auto_resp,cleaf,croot,cstem,cgrain,lai_alloc,litter_cleaf,litter_croot,soc_total,wliq,psi,et_total,cstate_a,cstate_w,cstate_e,cstate_n,cstate_h
133,2026-05-13,2.9283828387048358e-08,-7.947105534146129e-09,1.6211378740763257e-08,5.12534411213897e-09,0.048892370356620724,0.04201319558692456,0.0,0.0,1.1641040561100173,0.0007258746932537774,8.261623092474067e-05,15.945865813571746,0.5353824933855281,-0.0008142795642510922,1.1165698647427185,1.8292619219138542,0.19180769852283194,0.10586618971931062,4.711536399576578,9.107393603839173
134,2026-05-14,5.363916708743552e-08,-2.5375500709592926e-08,1.9782311445030116e-08,8.481354932812474e-09,0.05049308847562739,0.04349865126742488,0.0,0.0,1.2022163922768427,0.0007316353107493914,8.382585990304615e-05,15.944972083033548,0.5336102515905098,-0.0008370369530727515,2.048954943466379,1.8299239824038478,0.1918220310430443,0.10582944724419632,4.710020773924676,9.107375848417783
135,2026-05-15,5.8020291510739066e-08,-2.9000499048933373e-08,1.96047302861301e-08,9.41506217567559e-09,0.05223036093341458,0.04511167273889919,0.0,0.0,1.2435800222241566,0.0007617056035576123,8.749228173037077e-05,15.944127432222114,0.5302478970830259,-0.0008819087439650615,1.986201202162721,1.830589977797934,0.1918508057922565,0.10579474069664194,4.708534505600343,9.107357402334939
136,2026-05-16,5.312881783899417e-08,-2.3834202223265704e-08,2.0375075138798802e-08,8.919540476929665e-09,0.05369930175278026,0.04656384278343458,0.0,0.0,1.2785548036376255,0.0008057768055843577,9.27938945969441e-05,15.943265596430304,0.528420989107874,-0.0009072586544954007,2.4402860036726226,1.8312466992776761,0.19188668298269423,0.10575930169421749,4.707033632008936,9.10733928046678
137,2026-05-17,7.955385560378831e-08,-4.6968958674479023e-08,2.021322048264935e-08,1.2371676446659939e-08,0.056314442223505075,0.04882139634971102,0.0,0.0,1.340820052940597,0.0008352748848795455,9.657135729508532e-05,15.942451020422778,0.5252483698682497,-0.0009529831991207385,1.9018620826473092,1.831906436718765,0.19193611314133452,0.10572583092523942,4.70556214857388,9.10732049106356
138,2026-05-18,7.446365336021492e-08,-4.2520905021552866e-08,1.9817673203564997e-08,1.2125075135097054e-08,0.058628335034794636,0.05091239766447703,0.0,0.0,1.3959127389236818,0.0008794960095735947,0.00010166302302102231,15.941719932490585,0.5212741098325753,-0.0010134719967951024,2.4219399579971674,1.8325828956135037,0.19200681050677704,0.10569580668865439,4.704133568303565,9.107300851378085
139,2026-05-19,6.056102017262844e-08,-2.580980183304039e-08,2.447619182833936e-08,1.0275026511248691e-08,0.06024525194402422,0.05255412801652602,0.0,0.0,1.4344107605720051,0.0009733613210112043,0.00011270127005342524,15.94069125210768,0.5283615293556589,-0.0009080955266014506,2.476705001097219,1.833178697632085,0.19205241758151584,0.10565334600432578,4.702520293555915,9.107286497333838
140,2026-05-20,7.508708899811734e-08,-3.6957312898105194e-08,2.5821900763556546e-08,1.2307875336455603e-08,0.062437024273180326,0.05462669265726718,0.0,0.0,1.4865958160281032,0.0010389457293146199,0.0001208413611556862,15.939620026972179,0.5256241368153999,-0.0009474517501648158,1.7896439086471276,1.8337203274948626,0.19210533843517155,0.10560912363268124,4.700912768186818,9.107272469222647
141,2026-05-21,5.7355357817341026e-08,-2.0756445142836235e-08,2.6799114134117262e-08,9.79979854038753e-09,0.06380562138155191,0.05613934903164043,0.0,0.0,1.5191814614655217,0.0010993076670953543,0.0001282391716885848,15.938532130349778,0.5251967380692308,-0.0009537457185008981,1.8630197166582525,1.834235436972773,0.19216780123266394,0.10556420173122764,4.6993056557128385,9.107259034700274
142,2026-05-22,6.080689658606205e-08,-2.1015482942929585e-08,2.966254317362375e-08,1.0128870469508707e-08,0.0653137434627013,0.057750320852665314,0.0,0.0,1.5550891300643168,0.0011272465656523227,0.0001322409886436133,15.937228774173871,0.5373820316424587,-0.0007893145285550967,1.3635582366697145,1.8347015288595192,0.1922037858815872,0.10551030209033699,4.697561956394738,9.10725120094769
143,2026-05-23,1.2567687385703967e-07,-7.320577133070873e-08,3.175528518043062e-08,2.0715817345900323e-08,0.06947074331873247,0.06134318004300673,0.0,0.0,1.654065317112678,0.001179697933873431,0.00013907830231641376,15.935803893770473,0.5319650272973516,-0.0008587100931496097,4.20757968851136,1.8350969825578185,0.1922327894786391,0.10545135588053176,4.695776545530555,9.107246220322928
144,2026-05-24,1.1850439321607736e-07,-6.63216488098701e-08,3.290995040325952e-08,1.9272794002947735e-08,0.07324368745362167,0.06468729192938714,0.0,0.0,1.7438973203243255,0.0013031309190922272,0.00015342323165254586,15.934417028206376,0.5270622647802121,-0.0009265715998856672,3.050151503152702,1.8354360183596996,0.1922920614881813,0.10539395299221818,4.69405422077058,9.107240774595697
145,2026-05-25,1.321117184306882e-07,-7.748982073094356e-08,3.3175559597053156e-08,2.1446338102691486e-08,0.07749904347737117,0.06842723961808125,0.0,0.0,1.84521532088979,0.0014011854581725016,0.00016499968972281243,15.933116845005086,0.5213398792886548,-0.0010124406991229627,3.6194304256412293,1.8357684924457174,0.19238218806706817,0.10534014029813503,4.692391699732734,9.107234324461432
146,2026-05-26,1.359409418963477e-07,-8.15080640790371e-08,3.2532992883839945e-08,2.1899884933470648e-08,0.08186175833064312,0.07226774785795037,0.0,0.0,1.9490894840629314,0.001476144079891713,0.0001737801485598217,15.931955918648374,0.516803314882477,-0.001086086468156189,3.809378393402717,1.8361678230626826,0.1925048839591828,0.10529209092752584,4.690764260569969,9.107226860129014
147,2026-05-27,1.0646988593074108e-07,-5.672641912838807e-08,3.2721666409322266e-08,1.7021800393030736e-08,0.08495896834081205,0.07518956061602418,0.0,0.0,2.0228325795431443,0.0015292843873090985,0.0001800074349063249,15.930838058492824,0.5190437688468684,-0.001049070285906238,3.437523125030196,1.8366370469899866,0.1926405265810096,0.10524580142862561,4.689093392503251,9.107221290989951
148,2026-05-28,1.1425451492645513e-07,-6.352703985804424e-08,3.2242918429103854e-08,1.848455663930705e-08,0.08833921624879658,0.07834362611915704,0.0,0.0,2.1033146725903946,0.0015565374336067605,0.00018367355128544725,15.92979248132544,0.5144559738548139,-0.0011262749040711522,3.3876158624841324,1.8371789709658304,0.192788426906294,0.1052025394923467,4.687406347933588,9.107216196027382
149,2026-05-29,1.332988754264533e-07,-8.008698141556085e-08,3.1473914892938434e-08,2.1737979117954012e-08,0.09244733607983685,0.08206935790774163,0.0,0.0,2.201127049519925,0.001614142831151876,0.00019086699027760946,15.928878144900121,0.5091266366538129,-0.0012231851970060212,3.19805075571693,1.83777637137077,0.19296336090778982,0.10516475554665508,4.68576402088269,9.107209636192216
150,2026-05-30,1.598228430044482e-07,-1.0133734847118221e-07,3.1656976732858666e-08,2.682851780040731e-08,0.09749538141362162,0.08658533044756234,0.0,0.0,2.321318605086229,0.0017227746332999767,0.00020391719072369784,15.928069673934427,0.5024565181167499,-0.001356563964018569,3.9823789626404165,1.8383805598708762,0.19317050742662914,0.1051313832451224,4.684185275288816,9.107201948102983
151,2026-05-31,6.044604546468302e-08,-1.8083031890184707e-08,3.1526020490350596e-08,1.0836993084147713e-08,0.09829807842136017,0.08801889212752903,0.0,0.0,2.3404304386038137,0.001832921848714286,0.00021704158925872277,15.927395789202032,0.5007727481748712,-0.0013925390891509578,1.5225325336046507,1.8390254658792344,0.19341318448084407,0.10510359150872393,4.682660247172922,9.107193300160308
